Year,Month,Flow,FFD DESC,£000s,Tonnes
2009,3,Total Imports,Fish excl. Salmon & Shellfish,125685.433,42520.977
2009,3,Total Imports,"Flours, meals and pellets of meat, offal or fish",5566.155,9734.477
2009,3,Total Imports,Gin and Geneva,138.533,72.815
2009,3,Total Imports,"Grapes, fresh or dried",50816.019,40661.978
2009,3,Total Imports,Honey,5339.685,2646.332
2009,3,Total Imports,Ice cream,15832.994,7854.211
2009,3,Total Imports,Infant food for retail,12647.089,2901.752
2009,3,Total Imports,Jams,37112.929,28824.048
2009,3,Total Imports,Juice,45632.972,73116
2009,3,Total Imports,Lamb and mutton,50102.141,14950.815
2009,3,Total Imports,Lemons and Limes,4135.507,7267.725
2009,3,Total Imports,"Lettuce and chicory, fresh or chilled",22402.307,26325.123
2009,3,Total Imports,Margarine,5989.82,4874.412
2009,3,Total Imports,Milk and cream,5844.791,14132.993
2009,3,Total Imports,Milk powder,8591.488,4473.592
2009,3,Total Imports,Mineral water,59170.213,78504.832
2009,3,Total Imports,Miscellaneous food ingredients,92888.141,35595.851
2009,3,Total Imports,Mixes and doughs for baking,5854.849,3669.889
2009,3,Total Imports,Molasses,10187.953,108523.754
2009,3,Total Imports,"Mushrooms and truffles, fresh or chilled",14650.866,8062.067
2009,3,Total Imports,Nuts,14894.259,5238.587
2009,3,Total Imports,Oil cake,56226.791,339252.122
2009,3,Total Imports,Oil seeds and oleaginous fruits,39581.196,123747.368
2009,3,Total Imports,Oranges and Mandarins etc,35708.484,54489.802
2009,3,Total Imports,Other animal feedingstuffs,22820.311,86285.81
2009,3,Total Imports,Other beet or cane sugar,4446.397,6499.721
2009,3,Total Imports,"Other cereal (including maize), unmilled",18216.457,72025.806
2009,3,Total Imports,Other Citrus fruit,1729.731,3223.784
2009,3,Total Imports,Other fruit,68681.203,49024.817
2009,3,Total Imports,Other meat products,28256.079,9501.023
2009,3,Total Imports,Other milk products,17079.987,16136.369
2009,3,Total Imports,Other spirits,15758.411,4308.772
2009,3,Total Imports,Other sugars,10153.554,19014.488
2009,3,Total Imports,"Other vegetables, fresh or chilled",118993.911,129732.031
2009,3,Total Imports,"Other vegetables, prepared or preserved",30263.415,27102.856
2009,3,Total Imports,Pasta uncooked,9593.227,10822.217
2009,3,Total Imports,"Pasta, cooked or stuffed",16720.451,15068.817
2009,3,Total Imports,Pears & quinces fresh,13768.362,15654.066
2009,3,Total Imports,Pork,56641.462,33776.23
2009,3,Total Imports,Potato products,25917.463,42180.642
2009,3,Total Imports,"Potatoes, fresh or chilled (including seed)",14748.961,40300.507
2009,3,Total Imports,Poultry products,53895.768,19575.199
2009,3,Total Imports,Poultrymeat (inc poultry offal),73534.738,29843.583
2009,3,Total Imports,Processed fats and waxes,11493.752,22880.401
2009,3,Total Imports,Raw beet or cane sugar,44418.909,106697.375
2009,3,Total Imports,Rice,33624.253,50994.989
2009,3,Total Imports,Salmon (inc. smoked),18995.848,5213.299
2009,3,Total Imports,"Sauces, condiments, seasonings",49899.226,40126.662
2009,3,Total Imports,Sausages and related products,27780.143,10226.602
2009,3,Total Imports,Shellfish,32042.524,6949.569
2009,3,Total Imports,Spices,9891.831,5450.915
2009,3,Total Imports,Sugar confectionery,26295.176,11667.195
2009,3,Total Imports,Sweet biscuits,16802.213,6608.202
2009,3,Total Imports,Tea,20058.913,12816.687
2009,3,Total Imports,"Tomatoes, fresh or chilled",43609.115,38561.714
2009,3,Total Imports,"Tomatoes, prepared or preserved",24519.412,30979.115
2009,3,Total Imports,"Vegetable oils and fats, soft, crude, refined or fractionated",67254.521,91891.583
2009,3,Total Imports,"Vegetables, frozen or provisionally prepared",32288.568,43636.167
2009,3,Total Imports,Vodka,4787.544,2385.381
2009,3,Total Imports,"Wheat, unmilled",27642.863,137285.205
2009,3,Total Imports,Whisky,7552.574,1931.685
2009,3,Total Imports,Wine,208681.577,88089.732
2009,3,Total Imports,Yogurt,12523.043,10919.845
2009,4,Total Exports,"Animal oils and fats, not chemically modified",5651.546,6306.892
2009,4,Total Exports,"Apples, fresh",828.869,1178.748
2009,4,Total Exports,"Apricots, cherries, peaches, plums and sloes (fresh)",95.761,49.532
2009,4,Total Exports,Bacon and ham,3952.518,1596.472
2009,4,Total Exports,Bananas,2650.057,8624.926
2009,4,Total Exports,"Barley, unmilled",10999.499,74721.408
2009,4,Total Exports,Beef and veal,20035.704,6399.16
2009,4,Total Exports,Beef products (inc. corned beef),2136.295,540.446
2009,4,Total Exports,Beer,36852.776,42842.291
2009,4,Total Exports,"Bread, crispbreads, savoury biscuits",26669.579,15450.782
2009,4,Total Exports,Butter,5029.276,2389.292
2009,4,Total Exports,"Cereal, milled",5831.735,14596.87
2009,4,Total Exports,"Cereal, rolled or flaked",48489.454,43746.585
2009,4,Total Exports,Cheese,22998.403,8075.858
2009,4,Total Exports,Chocolate,22098.249,6917.266
2009,4,Total Exports,Cider & other fermented beverages,2251.453,3105.66
2009,4,Total Exports,Cocoa,10208.65,5695.617
2009,4,Total Exports,Coffee,18904.177,3043.586
2009,4,Total Exports,Condensed milk,471.595,226.076
2009,4,Total Exports,Dog or cat food for retail,17982.103,17817.905
2009,4,Total Exports,Edible offal and other meat,2927.298,3356.316
2009,4,Total Exports,Eggs & egg products,4175.381,1234.255
2009,4,Total Exports,Fish excl. Salmon & Shellfish,46810.361,30979.977
2009,4,Total Exports,"Flours, meals and pellets of meat, offal or fish",3087.241,9504.585
2009,4,Total Exports,Gin and Geneva,20997.381,4690.645
2009,4,Total Exports,"Grapes, fresh or dried",1750.917,1109.486
2009,4,Total Exports,Honey,658.849,139.964
2009,4,Total Exports,Ice cream,7435.822,4747.294
2009,4,Total Exports,Infant food for retail,2299.396,541.728
2009,4,Total Exports,Jams,6375.761,3340.731
2009,4,Total Exports,Juice,4140.605,2972.838
2009,4,Total Exports,Lamb and mutton,28731.657,7267.135
2009,4,Total Exports,Lemons and Limes,56.491,40.281
2009,4,Total Exports,"Lettuce and chicory, fresh or chilled",690.171,208.909
2009,4,Total Exports,Margarine,7584.884,10259.12
2009,4,Total Exports,Milk and cream,15127.26,46165.421
2009,4,Total Exports,Milk powder,11180.61,8635.114
2009,4,Total Exports,Mineral water,25955.954,40598.674
2009,4,Total Exports,Miscellaneous food ingredients,59508.889,19068.654
2009,4,Total Exports,Mixes and doughs for baking,5635.543,5028.1
2009,4,Total Exports,Molasses,664.624,3174.636
2009,4,Total Exports,"Mushrooms and truffles, fresh or chilled",41.956,9.287
2009,4,Total Exports,Nuts,2587.903,948.193
2009,4,Total Exports,Oil cake,3766.727,23403.31
2009,4,Total Exports,Oil seeds and oleaginous fruits,2264.093,5966.233
2009,4,Total Exports,Oranges and Mandarins etc,617.608,1013.382
2009,4,Total Exports,Other animal feedingstuffs,24901.38,33691.106
2009,4,Total Exports,Other beet or cane sugar,15279.568,30259.346
2009,4,Total Exports,"Other cereal (including maize), unmilled",774.797,3709.77
2009,4,Total Exports,Other Citrus fruit,21.732,31.184
2009,4,Total Exports,Other fruit,3192.392,2559.626
2009,4,Total Exports,Other meat products,4453.586,1538.348
2009,4,Total Exports,Other milk products,2784.843,5469.333
2009,4,Total Exports,Other spirits,17093.632,4542.507
2009,4,Total Exports,Other sugars,3060.551,5975.368
2009,4,Total Exports,"Other vegetables, fresh or chilled",11877.959,36445.468
2009,4,Total Exports,"Other vegetables, prepared or preserved",7378.046,12637.454
2009,4,Total Exports,Pasta uncooked,423.005,269.709
2009,4,Total Exports,"Pasta, cooked or stuffed",2260.368,1247.565
2009,4,Total Exports,Pears & quinces fresh,100.924,78.498
2009,4,Total Exports,Pork,8755.024,7399.389
2009,4,Total Exports,Potato products,10262.441,5891.149
2009,4,Total Exports,"Potatoes, fresh or chilled (including seed)",7632.8,25166.71
2009,4,Total Exports,Poultry products,10194.023,3027.696
2009,4,Total Exports,Poultrymeat (inc poultry offal),19560.052,23401.952
2009,4,Total Exports,Processed fats and waxes,6415.169,15904.225
2009,4,Total Exports,Raw beet or cane sugar,3462.943,5931.463
2009,4,Total Exports,Rice,2788.124,2786.61
2009,4,Total Exports,Salmon (inc. smoked),21647.735,5165.951
2009,4,Total Exports,"Sauces, condiments, seasonings",16136.228,8552.934
2009,4,Total Exports,Sausages and related products,1919.898,950.849
2009,4,Total Exports,Shellfish,29536.621,7043.142
2009,4,Total Exports,Spices,1629.339,608.722
2009,4,Total Exports,Sugar confectionery,11214.97,4030.639
2009,4,Total Exports,Sweet biscuits,23410.374,9481.402
2009,4,Total Exports,Tea,14272.409,2149.39
2009,4,Total Exports,"Tomatoes, fresh or chilled",627.694,420.159
2009,4,Total Exports,"Tomatoes, prepared or preserved",446.49,409.698
2009,4,Total Exports,"Vegetable oils and fats, soft, crude, refined or fractionated",34197.685,45920.153
2009,4,Total Exports,"Vegetables, frozen or provisionally prepared",8079.429,11878.314
2009,4,Total Exports,Vodka,5009.135,1510.38
2009,4,Total Exports,"Wheat, unmilled",24704.625,205033.112
2009,4,Total Exports,Whisky,225946.416,46565.261
2009,4,Total Exports,Wine,39903.874,4421.594
2009,4,Total Exports,Yogurt,3797.732,1640.479
2009,4,Total Imports,"Animal oils and fats, not chemically modified",6835.243,7835.966
2009,4,Total Imports,"Apples, fresh",44740.938,58120.371
2009,4,Total Imports,"Apricots, cherries, peaches, plums and sloes (fresh)",5939.216,6406.485
2009,4,Total Imports,Bacon and ham,62365.854,25577.322
2009,4,Total Imports,Bananas,37513.913,79153.847
2009,4,Total Imports,"Barley, unmilled",3513.915,17919.547
2009,4,Total Imports,Beef and veal,57122.347,17651.461
2009,4,Total Imports,Beef products (inc. corned beef),22462.598,8818.103
2009,4,Total Imports,Beer,34010.625,61461.288
2009,4,Total Imports,"Bread, crispbreads, savoury biscuits",73084.341,37815.218
2009,4,Total Imports,Butter,16266.33,5221.908
2009,4,Total Imports,"Cereal, milled",3257.163,8780.841
2009,4,Total Imports,"Cereal, rolled or flaked",16041.142,14401.365
2009,4,Total Imports,Cheese,104966.591,34217.58
2009,4,Total Imports,Chocolate,61026.302,19443.287
2009,4,Total Imports,Cider & other fermented beverages,9466.703,6440.279
2009,4,Total Imports,Cocoa,44527.841,20820.621
2009,4,Total Imports,Coffee,51953.058,17752.572
2009,4,Total Imports,Condensed milk,3129.158,2746.433
2009,4,Total Imports,Dog or cat food for retail,39087.765,34507.568
2009,4,Total Imports,Edible offal and other meat,5560.654,5510.267
2009,4,Total Imports,Eggs & egg products,15875.702,8502.023
2009,4,Total Imports,Fish excl. Salmon & Shellfish,126477.652,49431.42
2009,4,Total Imports,"Flours, meals and pellets of meat, offal or fish",3808.369,5768.21
2009,4,Total Imports,Gin and Geneva,252.853,46.365
2009,4,Total Imports,"Grapes, fresh or dried",42782.336,34355.896
2009,4,Total Imports,Honey,5713.732,2648.131
2009,4,Total Imports,Ice cream,17684.877,20197.839
2009,4,Total Imports,Infant food for retail,14393.748,3417.835
2009,4,Total Imports,Jams,34128.846,25400.258
2009,4,Total Imports,Juice,52360.621,78495.071
2009,4,Total Imports,Lamb and mutton,43784.777,13494.765
2009,4,Total Imports,Lemons and Limes,4494.738,7860.621
2009,4,Total Imports,"Lettuce and chicory, fresh or chilled",25674.196,27962.301
2009,4,Total Imports,Margarine,7095.717,5044.461
2009,4,Total Imports,Milk and cream,5901.438,15264.251
2009,4,Total Imports,Milk powder,8194.502,4878.917
2009,4,Total Imports,Mineral water,62159.92,97410.744
2009,4,Total Imports,Miscellaneous food ingredients,104502.819,36573.349
2009,4,Total Imports,Mixes and doughs for baking,5593.253,3907.354
2009,4,Total Imports,Molasses,5605.047,53043.017
2009,4,Total Imports,"Mushrooms and truffles, fresh or chilled",13123.562,7267.01
2009,4,Total Imports,Nuts,15764.236,5823.171
2009,4,Total Imports,Oil cake,70221.793,389992.974
2009,4,Total Imports,Oil seeds and oleaginous fruits,45861.648,138612.265
2009,4,Total Imports,Oranges and Mandarins etc,29850.504,49061.52
2009,4,Total Imports,Other animal feedingstuffs,26227.6,89556.891
2009,4,Total Imports,Other beet or cane sugar,4505.521,6694.726
2009,4,Total Imports,"Other cereal (including maize), unmilled",17423.439,75457.651
2009,4,Total Imports,Other Citrus fruit,1483.374,2499.213
2009,4,Total Imports,Other fruit,77523.429,52749.444
2009,4,Total Imports,Other meat products,25321.456,8487.462
2009,4,Total Imports,Other milk products,15132.887,14219.813
2009,4,Total Imports,Other spirits,18144.818,5434.532
2009,4,Total Imports,Other sugars,10316.829,21705.082
2009,4,Total Imports,"Other vegetables, fresh or chilled",116651.086,156101.95
2009,4,Total Imports,"Other vegetables, prepared or preserved",30680.525,26872.176
2009,4,Total Imports,Pasta uncooked,9113.073,10201.911
2009,4,Total Imports,"Pasta, cooked or stuffed",17974.657,16355.082
2009,4,Total Imports,Pears & quinces fresh,14168.994,15198.735
2009,4,Total Imports,Pork,53322.808,31232.795
2009,4,Total Imports,Potato products,26808.262,45573.204
2009,4,Total Imports,"Potatoes, fresh or chilled (including seed)",14195.077,46434.44
2009,4,Total Imports,Poultry products,50244.677,18624.541
2009,4,Total Imports,Poultrymeat (inc poultry offal),70129.566,28173.735
2009,4,Total Imports,Processed fats and waxes,12933.316,20787.106
2009,4,Total Imports,Raw beet or cane sugar,55929.922,145343.754
2009,4,Total Imports,Rice,40407.159,68708.926
2009,4,Total Imports,Salmon (inc. smoked),16085.424,4303.479
2009,4,Total Imports,"Sauces, condiments, seasonings",45529.933,36984.9
2009,4,Total Imports,Sausages and related products,29392.096,9685.009
2009,4,Total Imports,Shellfish,32353.207,7205.672
2009,4,Total Imports,Spices,10757.536,7097.942
2009,4,Total Imports,Sugar confectionery,27710.441,12426.16
2009,4,Total Imports,Sweet biscuits,22627.611,8565.84
2009,4,Total Imports,Tea,25153.478,15907.489
2009,4,Total Imports,"Tomatoes, fresh or chilled",42678.997,34626.17
2009,4,Total Imports,"Tomatoes, prepared or preserved",29852.423,37225.109
2009,4,Total Imports,"Vegetable oils and fats, soft, crude, refined or fractionated",65920.796,97299.005
2009,4,Total Imports,"Vegetables, frozen or provisionally prepared",30459.754,42249.491
2009,4,Total Imports,Vodka,3662.688,1552.223
2009,4,Total Imports,"Wheat, unmilled",20501.283,108804.209
2009,4,Total Imports,Whisky,6317.273,1564.233
2009,4,Total Imports,Wine,223473.392,95723.975
2009,4,Total Imports,Yogurt,12569.631,10847.479
2009,5,Total Exports,"Animal oils and fats, not chemically modified",5258.82,5885.744
2009,5,Total Exports,"Apples, fresh",896.138,2165.712
2009,5,Total Exports,"Apricots, cherries, peaches, plums and sloes (fresh)",183.834,106.957
2009,5,Total Exports,Bacon and ham,3881.762,1632.774
2009,5,Total Exports,Bananas,2169.696,3734.057
2009,5,Total Exports,"Barley, unmilled",5385.138,39962.876
2009,5,Total Exports,Beef and veal,23042.654,6755.477
2009,5,Total Exports,Beef products (inc. corned beef),1881.243,573.96
2009,5,Total Exports,Beer,33967.956,37993.034
2009,5,Total Exports,"Bread, crispbreads, savoury biscuits",26721.466,15246.044
2009,5,Total Exports,Butter,4791.832,2509.831
2009,5,Total Exports,"Cereal, milled",5873.53,14507.721
2009,5,Total Exports,"Cereal, rolled or flaked",49956.765,48727.524
2009,5,Total Exports,Cheese,22962.19,8472.133
2009,5,Total Exports,Chocolate,19536.533,6220.771
2009,5,Total Exports,Cider & other fermented beverages,2214.533,2637.469
2009,5,Total Exports,Cocoa,6750.182,3387.134
2009,5,Total Exports,Coffee,19041.31,4709.264
2009,5,Total Exports,Condensed milk,530.785,294.49
2009,5,Total Exports,Dog or cat food for retail,12201.359,12511.716
2009,5,Total Exports,Edible offal and other meat,3204.573,3701.037
2009,5,Total Exports,Eggs & egg products,3403.352,2863.626
2009,5,Total Exports,Fish excl. Salmon & Shellfish,36684.04,19000.26
2009,5,Total Exports,"Flours, meals and pellets of meat, offal or fish",2288.562,5814.404
2009,5,Total Exports,Gin and Geneva,31150.1,7173.034
2009,5,Total Exports,"Grapes, fresh or dried",1611.616,1019.751
2009,5,Total Exports,Honey,783.435,130.923
2009,5,Total Exports,Ice cream,6762.381,4538.866
2009,5,Total Exports,Infant food for retail,1470.243,340.598
2009,5,Total Exports,Jams,5680.091,2856.782
2009,5,Total Exports,Juice,4060.427,3419.193
2009,5,Total Exports,Lamb and mutton,22091.003,5717.417
2009,5,Total Exports,Lemons and Limes,118.576,110.484
2009,5,Total Exports,"Lettuce and chicory, fresh or chilled",1192.881,953.079
2009,5,Total Exports,Margarine,6119.633,24206.981
2009,5,Total Exports,Milk and cream,11011.501,32703.422
2009,5,Total Exports,Milk powder,9896.012,6877.691
2009,5,Total Exports,Mineral water,27710.531,48170.486
2009,5,Total Exports,Miscellaneous food ingredients,54556.247,19686.121
2009,5,Total Exports,Mixes and doughs for baking,4689.633,4196.589
2009,5,Total Exports,Molasses,582.918,2720.323
2009,5,Total Exports,"Mushrooms and truffles, fresh or chilled",34.91,8.657
2009,5,Total Exports,Nuts,1854.365,513.256
2009,5,Total Exports,Oil cake,2837.123,18879.733
2009,5,Total Exports,Oil seeds and oleaginous fruits,2510.605,7172.272
2009,5,Total Exports,Oranges and Mandarins etc,1593.968,4144.115
2009,5,Total Exports,Other animal feedingstuffs,26996.777,30236.181
2009,5,Total Exports,Other beet or cane sugar,17675.655,39838.145
2009,5,Total Exports,"Other cereal (including maize), unmilled",1072.813,3936.659
